station,month,n,baseline_mae,ridge_mae,gain,alpha,is_eligible
28138,8,31,3.04516129032258,2.8131383589913432,0.23202293133123675,0.07619397109394428,1
26063,1,31,0.8000000000000003,0.5738745304404989,0.2261254695595014,0.28265683694937666,1
26063,6,30,0.6166666666666668,0.39290064597309116,0.22376602069357565,0.3628638173409334,1
30823,10,31,1.2548387096774192,1.0421034831078255,0.21273522656959365,0.16953192862872504,1
37235,10,31,0.7967741935483874,0.5853327432401969,0.2114414503081905,0.26537186071068436,1
24343,11,30,1.9233333333333336,1.713285826401641,0.2100475069316925,0.1092101422521798,1
30823,11,30,2.083333333333333,1.8742774892165306,0.20905584411680245,0.10034680517606519,1
35121,8,31,1.3032258064516131,1.0966049031070277,0.20662090334458538,0.15854574266539964,1
35121,3,31,1.532258064516129,1.3275656369250797,0.20469242759104933,0.1335887422173164,1
30636,7,31,1.2322580645161292,1.0282922812910271,0.20396578322510206,0.1655219706800566,1
24688,6,30,1.4833333333333336,1.2800786069262637,0.20325472640706987,0.1370256582519572,1
37235,4,30,0.8533333333333332,0.6520462615556318,0.20128707177770133,0.23588328723949378,1
30823,8,31,0.538709677419355,0.33794077847409226,0.20076889894526279,0.37268478247324216,1
22113,3,31,1.206451612903226,1.0065191812903533,0.19993243161287255,0.16571939518714035,1
29838,6,30,1.2766666666666662,1.0775931488870636,0.19907351777960258,0.1559322593573911,1
26063,7,31,0.7129032258064514,0.5186238498133487,0.19427937599310263,0.27251858170978205,1
25563,5,31,1.4387096774193546,1.2448334338019582,0.19387624361739642,0.13475703031702443,1
27595,2,28,1.65,1.4566370395962942,0.1933629604037057,0.11718967297194285,1
34861,3,31,0.5806451612903226,0.3948139425771361,0.18583121871318653,0.3200426544504879,1
34172,2,28,1.3464285714285713,1.1626185831470308,0.1838099882815405,0.13651670217196643,1
35121,9,30,1.0133333333333334,0.8304474815261467,0.18288585180718675,0.18047945902025006,1
24641,8,31,0.9419354838709676,0.7592569826351512,0.18267850123581642,0.19393950473665444,1
30710,8,31,0.7290322580645159,0.5485132718724184,0.1805189861920975,0.2476145385820807,1
22837,8,31,0.8516129032258073,0.6718015345259308,0.17981136869987646,0.2111421374884911,1
28411,2,21,1.228571428571429,1.0506069808468002,0.17796444772462894,0.14485478303167465,1
28722,5,31,1.0161290322580645,0.8386148402438436,0.17751419201422092,0.1746965064266936,1
30710,2,28,1.7892857142857146,1.6153246543436472,0.17396105994206734,0.09722374607540687,1
29570,2,28,1.9678571428571432,1.7940925819951405,0.17376456086200265,0.08830141023840424,1
25563,12,31,4.648387096774194,4.476121671910656,0.17226542486353758,0.03705918230929677,1
30710,9,30,1.0333333333333337,0.8649640456573777,0.16836928767595594,0.1629380203315702,1
29612,5,31,1.2387096774193551,1.0721379623442115,0.16657171507514357,0.13447195748253774,1
30393,12,31,1.6645161290322574,1.4991494004854653,0.16536672854679213,0.09934822839051469,1
25563,6,30,2.2766666666666664,2.1162660161369096,0.16040065052975683,0.07045416567924898,1
29866,8,31,1.2161290322580651,1.0569441291986468,0.15918490305941835,0.1308947478737922,1
34009,2,21,2.1904761904761902,2.033813751121196,0.15666243935499446,0.07151980927075835,1
28900,7,31,0.6419354838709679,0.48828453360314894,0.15365095026781894,0.23935575167348674,1
30710,7,31,0.8322580645161293,0.6796990111280921,0.1525590533880372,0.18330738972981211,1
26063,4,30,0.5466666666666667,0.3944071942660195,0.15225947240064724,0.27852342512313516,1
24908,1,31,2.7645161290322586,2.6129955085386367,0.15152062049362192,0.05480909259395891,1
31707,12,31,1.8451612903225811,1.695103265305693,0.15005802501688814,0.08132515341824355,1
28138,7,27,2.5444444444444447,2.396161130175784,0.1482833142686606,0.058277285083753065,1
29866,6,19,1.1473684210526323,1.0002324431424576,0.14713597791017463,0.12823777891253746,1
28440,6,30,0.8500000000000001,0.7030035972405703,0.14699640275942982,0.1729369444228586,1
