station,month,n,baseline_mae,xgb_mae,gain,alpha,is_eligible
28900,7,31,0.6419354838709679,0.43529174558578,0.2066437382851879,0.3219073309970263,1
25551,2,28,2.224999999999999,2.019964974267142,0.20503502573285726,0.09215057336308195,1
22837,8,31,0.8516129032258073,0.6497713765790386,0.2018415266467687,0.2370108835624933,1
31915,4,30,1.4533333333333327,1.2537039277950925,0.19962940553824016,0.13735968270979834,1
29838,9,30,1.3866666666666665,1.1919501781463624,0.1947164885203041,0.14042054460598855,1
35121,9,30,1.0133333333333334,0.8208628622690836,0.19247047106424986,0.18993796486603604,1
22113,10,31,0.7064516129032258,0.5143440890696741,0.19210752383355167,0.27193302460457086,1
30710,10,31,0.9580645161290322,0.7666695885600584,0.1913949275689738,0.19977248332115113,1
22113,9,30,0.7666666666666667,0.5763959264755248,0.19027074019114187,0.24817922633627199,1
27333,7,26,1.6076923076923075,1.4199464211097126,0.18774588658259495,0.11677973806572893,1
29570,2,28,1.9678571428571432,1.7822224344526023,0.18563470840454088,0.09433342713842366,1
35121,5,31,1.1451612903225805,0.9601454457929054,0.18501584452967512,0.1615631318428149,1
25563,5,31,1.4387096774193546,1.2544172853712112,0.1842923920481434,0.1280956088227006,1
28440,6,30,0.8500000000000001,0.6657785097757976,0.18422149022420253,0.21673116496965,1
24343,11,30,1.9233333333333336,1.7471028772989903,0.17623045603434329,0.09162762012184225,1
25563,1,31,2.780645161290322,2.6058335827242938,0.17481157856602803,0.06286727303418643,1
29612,5,31,1.2387096774193551,1.065854327909408,0.1728553495099472,0.13954468319813443,1
25551,10,31,2.4580645161290318,2.286781337905315,0.17128317822371697,0.06968213287316571,1
30710,2,28,1.7892857142857146,1.618553604398455,0.17073210988725962,0.09541914325036464,1
21982,11,30,1.5066666666666668,1.3380052280426027,0.16866143862406413,0.1119434327150868,1
28900,5,31,0.6677419354838706,0.5005294676749936,0.167212467808877,0.25041480686353573,1
24266,11,30,3.4400000000000004,3.2735629908243817,0.16643700917561866,0.0483828515045403,1
33008,6,30,0.7033333333333328,0.5381624158223465,0.16517091751098634,0.23484016707723193,1
23891,11,30,1.993333333333333,1.8284509038925167,0.16488242944081621,0.08271693784656334,1
28440,7,31,0.729032258064516,0.5656170137466922,0.16341524431782384,0.22415365371028936,1
25703,6,30,1.1433333333333335,0.9869581254323323,0.15637520790100123,0.13677131886384944,1
28138,8,31,3.04516129032258,2.889699019155194,0.15546227116738587,0.05105222887912037,1
30823,8,31,0.538709677419355,0.38412489121960064,0.1545847861997544,0.28695379474205895,1
30710,6,30,0.8533333333333333,0.6990556812286378,0.15427765210469546,0.18079412356019,1
31707,12,31,1.8451612903225811,1.6936113326780255,0.1515499576445556,0.08213371830386752,1
21946,10,31,1.3000000000000003,1.1486227089358916,0.1513772910641087,0.11644407004931435,1
24688,10,31,2.2096774193548385,2.061672822890743,0.1480045964640957,0.06698018234141558,1
32098,1,31,2.6774193548387095,2.5300934084000115,0.147325946438698,0.05502535348915227,1
31960,12,31,2.525806451612903,2.378802118378301,0.14700433323460205,0.05820094930105574,1
21982,10,31,0.9580645161290322,0.8125618188611923,0.14550269726783993,0.1518715021987555,1
31329,4,30,1.2,1.0557533570130666,0.14424664298693335,0.12020553582244446,1
37031,8,31,0.9032258064516127,0.7598312624039187,0.14339454404769392,0.15875824519566117,1
24641,3,31,1.654838709677419,1.5114818234597482,0.14335688621767084,0.08662891759742294,1
24908,9,30,1.4766666666666668,1.3346224619199833,0.14204420474668344,0.0961924637110723,1
31960,1,31,2.1709677419354843,2.0297960481336035,0.14117169380188077,0.06502708035450673,1
31594,12,31,1.9709677419354834,1.8301736447118941,0.14079409722358927,0.07143399368136281,1
22837,7,31,1.2516129032258065,1.1118737989856349,0.13973910424017166,0.11164722245993096,1
30710,5,31,1.0419354838709676,0.9028330972117763,0.13910238665919128,0.13350383858931672,1
